System Name,County,System PWS ID,SYS_SAMPLE_CODE,SYS_LOC_CODE,LOC_TYPE,Sample Date,LAB_SDG,GenX_ng_L,PFOA_ng_L,PFOS_ng_L,year,Source Water Type,Population,PFBS_ng_L,PFNA_ng_L,PFHxS_ng_L
MOUNTAIN VIEW ASSISTED LIVING,HENDERSON,NC0145420,,,,8/3/2023,,ND,ND,ND,2023,Groundwater,44.0,ND,ND,ND
MOUNTAIN VIEW MHP,HENDERSON,NC0145162,,,,9/19/2023,,ND,ND,ND,2023,Groundwater,67.0,ND,ND,ND
MOUNTAIN VIEW RESORT,MACON,NC0157132,,,,8/1/2023,,ND,1.7,ND,2023,Groundwater,66.0,1.88,ND,0.834
MOUNTAIN VILLAGE MHP,GASTON,NC0136241,,,,11/20/2023,,ND,5.68,1.94,2023,Groundwater,44.0,3.63,ND,6.8
MT CALVARY CHRISTIAN SCHOOL,RANDOLPH,NC0276634,,,,9/26/2023,,ND,5.99,6.5,2023,Groundwater,98.0,1.84,ND,3.25
MURPHY MHP,CHEROKEE,NC0120115,,,,9/20/2023,,ND,ND,ND,2023,Groundwater,51.0,ND,ND,ND
NANTAHALA OUTDOOR--FLINT RIDGE,SWAIN,NC0187562,,,,10/18/2023,,ND,ND,ND,2023,Groundwater,46.0,ND,ND,ND
NANTAHALA SHORES,MACON,NC0157147,,,,10/25/2023,,ND,ND,ND,2023,Groundwater,53.0,ND,ND,ND
NANTAHALA VILLAGE,SWAIN,NC0187124,,,,10/18/2023,,ND,ND,ND,2023,Groundwater,135.0,1.76,ND,ND
NELSON HEADSTART DAYCARE,FRANKLIN,NC0235488,,,,8/29/2023,,ND,ND,ND,2023,Groundwater,58.0,ND,ND,ND
NEW TOWN APARTMENTS LLC,CUMBERLAND,NC0326140,,,,8/16/2023,,0.446,17.4,21.9,2023,Groundwater,258.0,5.61,1.34,13.7
NEWPORT RIDGE MHP,CARTERET,NC0416172,,,,8/1/2023,,ND,ND,ND,2023,Groundwater,71.0,ND,ND,ND
NORRIS MHP,CRAVEN,NC0425126,,,,11/16/2023,,ND,ND,ND,2023,Groundwater,91.0,ND,ND,ND
NORTH LENOIR WATER CORP,LENOIR,NC0454025,,,,9/19/2023,,ND,ND,ND,2023,Surface Water Purchase,15215.0,ND,ND,ND
NORTHSIDE MHP,NEW HANOVER,NC0465179,,,,7/31/2023,,ND,1.13,3.96,2023,Groundwater,180.0,1.18,ND,1.19
NORTHWEST BAPTIST DAYCARE,GUILFORD,NC0241651,,,,10/26/2023,,ND,5.25,6.13,2023,Groundwater,32.0,1.73,ND,2.25
NORTHWEST ONSLOW WATER ASSOC,ONSLOW,NC0467030,,,,8/7/2023,,ND,ND,ND,2023,Groundwater,2052.0,ND,ND,ND
NORTHWEST WATER SUPPLY INC,HOKE,NC0347015,,,,8/15/2023,,ND,1.49,1.95,2023,Groundwater,1105.0,1,ND,1.35
OAK GROVE MHP,ORANGE,NC0368152,,,,6/8/2023,,ND,ND,ND,2023,Groundwater,64.0,ND,ND,ND
OAK LEVEL BAPTIST ACADEMY-ROCKINGHAM CO,ROCKINGHAM,NC3079008,,,,9/5/2023,,ND,ND,ND,2023,Groundwater,80.0,ND,ND,ND
OAK LEVEL MHP,NASH,NC0464115,,,,7/17/2023,,ND,1.66,1.6,2023,Groundwater,99.0,0.726,ND,0.858
OAKLAND GLEN MHP,CABARRUS,NC0113200,,,,8/31/2023,,ND,ND,ND,2023,Groundwater,257.0,ND,ND,ND
OAKLAND S/D,ROWAN,NC0180182,,,,8/14/2023,,ND,4.68,3.17,2023,Groundwater,119.0,2.54,ND,1.97
OAKLEY MHP,NEW HANOVER,NC0465138,,,,7/31/2023,,ND,4.07,11.3,2023,Groundwater,92.0,3.18,ND,1.64
OLDE MILL TRACE S/D,WAKE,NC4092168,,,,5/16/2023,,0.26,5.17,1.58,2023,Groundwater,394.0,1.49,ND,2
OLETA FALLS S/D,HENDERSON,NC1045008,,,,8/3/2023,,ND,ND,ND,2023,Groundwater,75.0,ND,ND,ND
OMNI MONTESORRI SCHOOL,UNION,NC2090016,,,,9/18/2023,,ND,ND,1.96,2023,Groundwater,50.0,ND,ND,ND
ORANGE MHP,ORANGE,NC0368148,,,,5/4/2023,,ND,26.3,43.5,2023,Groundwater,81.0,23.6,3.01,11.8
OSPREY COVE 1,ONSLOW,NC0467103,,,,8/7/2023,,ND,ND,ND,2023,Groundwater,475.0,ND,ND,ND
OSPREY COVE 2,ONSLOW,NC0467102,,,,8/7/2023,,ND,0.919,1.97,2023,Groundwater,475.0,ND,ND,ND
PARK CREEK S/D,CABARRUS,NC0113231,,,,8/31/2023,,ND,1.24,0.848,2023,Groundwater,203.0,2.86,ND,2.9
PARK PLACE,ALAMANCE,NC0201204,,,,10/31/2023,,ND,14,19.7,2023,Groundwater,97.0,2.95,ND,5.67
PATTERSON SCHOOL,CALDWELL,NC0114466,,,,10/4/2023,,ND,ND,ND,2023,Groundwater,50.0,ND,ND,ND
PEBBLE CREEK APARTMENTS,WATAUGA,NC0195127,,,,7/26/2023,,ND,ND,ND,2023,Groundwater,52.0,ND,ND,ND
PELOHI COVE,SWAIN,NC1087004,,,,10/24/2023,,ND,ND,ND,2023,Groundwater,46.0,ND,ND,ND
PENLAND SCHOOL OF CRAFTS,MITCHELL,NC0161400,,,,8/10/2023,,ND,ND,ND,2023,Groundwater,100.0,ND,ND,ND
PIEDMONT BAPT CH-FAMILY LIFE CENTER,ROWAN,NC0180651,,,,10/12/2023,,ND,2.39,3.95,2023,Groundwater,30.0,1.36,ND,1.82
PINE FOREST MHP,FRANKLIN,NC0235123,,,,6/12/2023,,ND,0.811,2.13,2023,Groundwater,84.0,ND,ND,ND
PINE HAVEN MHP,CATAWBA,NC0118165,,,,9/27/2023,,ND,5.07,2.52,2023,Groundwater,53.0,1.48,ND,2.84
PINE KNOLL SHORES,CARTERET,NC0416031,,,,8/2/2023,,ND,ND,ND,2023,Groundwater,4656.0,ND,ND,ND
PINE MOUNTAIN LAKES S/D,BURKE,NC0112133,,,,10/4/2023,,ND,ND,ND,2023,Groundwater,239.0,ND,ND,ND
PINE RIDGE  NO 2,CABARRUS,NC0113190,,,,8/31/2023,,ND,ND,1.25,2023,Groundwater,61.0,ND,ND,ND
PINE RIDGE MHP  NO 1,CABARRUS,NC0113181,,,,8/31/2023,,ND,5.16,6.86,2023,Groundwater,51.0,2.26,ND,2.52
PINE VILLAGE MHC LLC,LEE,NC0353122,,,,7/31/2023,,ND,0.909,2.46,2023,Groundwater,411.0,1.04,ND,1.35
PINES MHP,GASTON,NC0136176,,,,8/29/2023,,ND,3.63,3.96,2023,Groundwater,173.0,1.11,ND,2.57
PINEVIEW ESTATES,WAKE,NC0392177,,,,7/13/2023,,ND,4.54,2.28,2023,Groundwater,83.0,11.7,ND,9.63
PLEASANT GARDEN WEESHINE PRESCHOOL,GUILFORD,NC3041070,,,,9/5/2023,,ND,8.41,15,2023,Groundwater,60.0,8.35,1.34,9.4
PLEASANT GROVE MHC,WAKE,NC0392179,,,,8/16/2023,,ND,1.35,1.28,2023,Groundwater,180.0,ND,ND,0.857
PLEASANT RIDGE MHP,ROCKINGHAM,NC0279163,,,,8/24/2023,,ND,ND,ND,2023,Groundwater,269.0,2.02,ND,ND
PONDEROSA MHP,CURRITUCK,NC0427112,,,,11/15/2023,,ND,ND,8.43,2023,Groundwater,300.0,1.06,ND,6.83
POPLAR RIDGE MHP,RANDOLPH,NC0276205,,,,9/26/2023,,ND,2.31,2.98,2023,Groundwater,203.0,2.98,ND,0.798
POPLAR TRAILS WATER SYSTEM,CABARRUS,NC0113191,,,,9/6/2023,,ND,4.24,3.79,2023,Groundwater,180.0,3.4,ND,3.02
PRESCOTT S/D,WAKE,NC4092172,,,,5/18/2023,,ND,ND,ND,2023,Groundwater,80.0,ND,ND,ND
PRESERVE AT ROCK CREEK,TRANSYLVANIA,NC1088008,,,,10/18/2023,,ND,ND,ND,2023,Groundwater,45.0,ND,ND,ND
PRIVATE ACRES S/D,CABARRUS,NC0113129,,,,9/6/2023,,ND,5.96,3.21,2023,Groundwater,124.0,1.96,ND,2.37
PRUITT HEALTH AT SEA LEVEL,CARTERET,NC0416113,,,,8/9/2023,,ND,ND,ND,2023,Groundwater,110.0,ND,ND,ND
QUAIL ACRES MHP,ROCKINGHAM,NC0279157,,,,8/24/2023,,ND,1.91,ND,2023,Groundwater,178.0,2.83,ND,1.92
RACHEL`S LANDING,GUILFORD,NC3041060,,,,8/28/2023,,ND,ND,ND,2023,Groundwater,51.0,ND,ND,ND
RAE MCKENZIE MOBILE HOME PARK,ALAMANCE,NC0201166,,,,10/31/2023,,ND,5.18,3.94,2023,Groundwater,100.0,4.76,ND,3.79
RAGAN VILLAGE WATER ASSOC,GASTON,NC0136055,,,,8/2/2023,,ND,4.24,ND,2023,Groundwater,100.0,4.37,ND,18.7
RAINTREE MHP,CUMBERLAND,NC0326310,,,,8/15/2023,,0.742,3.69,2.48,2023,Groundwater,95.0,6.03,ND,2.49
RANGEVIEW ACRES MHP,BUNCOMBE,NC0111125,,,,8/30/2023,,ND,7.27,1.49,2023,Groundwater,150.0,2.19,ND,4.15
RECOVERY VENTURES CORPORATION,MCDOWELL,NC1056029,,,,9/27/2023,,ND,ND,ND,2023,Groundwater,64.0,ND,ND,ND
REEDY CREEK MHP,MECKLENBURG,NC0160168,,,,9/18/2023,,ND,2.41,1.96,2023,Groundwater,64.0,1.96,ND,2.09
REVOLUTION ACADEMY,GUILFORD,NC3041122,,,,9/5/2023,,ND,ND,ND,2023,Groundwater,780.0,ND,ND,ND
"RHA HEALTH SERVICES, LLC",CABARRUS,NC0113204,,,,10/12/2023,,ND,ND,ND,2023,Groundwater,215.0,1.92,ND,2.3
RIDGE HAVEN CONFERENCE CENTER,TRANSYLVANIA,NC0188132,,,,9/26/2023,,ND,ND,ND,2023,Groundwater,100.0,ND,ND,ND
RIDGECREST CONFERENCE CENTER,BUNCOMBE,NC0111118,,,,8/30/2023,,ND,ND,ND,2023,Groundwater,950.0,ND,ND,ND
RILEY`S MHP,ORANGE,NC0368160,,,,6/6/2023,,ND,ND,ND,2023,Groundwater,65.0,ND,ND,ND
RIMMER`S MHP,RANDOLPH,NC0276153,,,,9/26/2023,,ND,ND,ND,2023,Groundwater,63.0,ND,ND,ND
RIVERPOINTE S/D,YADKIN,NC0299111,,,,10/24/2023,,ND,ND,ND,2023,Groundwater,74.0,ND,ND,ND
RIVERSIDE APARTMENTS,JACKSON,NC0150192,,,,8/24/2023,,ND,4.47,1.35,2023,Groundwater,89.0,4.67,ND,1.02
RIVERSIDE MHP,MCDOWELL,NC0156135,,,,9/26/2023,,ND,0.908,3,2023,Groundwater,399.0,2.95,ND,2.84
RIVERSIDE MHP,NASH,NC0464118,,,,7/6/2023,,ND,5.28,3.51,2023,Groundwater,75.0,9.41,ND,1.79
RIVERSTONE,CARTERET,NC0416182,,,,8/1/2023,,ND,14.7,3.53,2023,Groundwater,99.0,0.585,ND,1.56
RIVERWALK PLANTATION,MECKLENBURG,NC0160379,,,,10/3/2023,,ND,0.932,ND,2023,Groundwater,89.0,0.932,ND,ND
ROARING GAP CLUB INC,ALLEGHANY,NC0103104,,,,8/8/2023,,ND,ND,ND,2023,Groundwater,470.0,ND,ND,1.37
ROCK CREEK MH VILLAGE,GUILFORD,NC0241139,,,,9/21/2023,,ND,1.71,3.38,2023,Groundwater,275.0,0.994,ND,0.98
ROCK CREEK MH VILLAGE  NO 2,GUILFORD,NC0241216,,,,9/21/2023,,ND,2.2,1.74,2023,Groundwater,305.0,1.08,ND,0.982
ROCKBRIDGE S/D,WAKE,NC4092073,,,,8/22/2023,,0.237,ND,ND,2023,Groundwater,1042.0,0.668,ND,ND
ROCKY RIVER PLANTATION S/D,CABARRUS,NC0113220,,,,10/3/2023,,ND,2.48,1.68,2023,Groundwater,300.0,5.52,ND,2.28
ROLLING HILLS ESTATES,IREDELL,NC0149165,,,,9/19/2023,,ND,2.92,2.98,2023,Groundwater,53.0,1.71,ND,1.18
RUSSETTE MEADOWS MHP,ALAMANCE,NC0201202,,,,8/29/2023,,ND,ND,ND,2023,Groundwater,65.0,3.79,ND,ND
SAFRIT ANNEX WATER SYSTEM,ROWAN,NC0180183,,,,8/14/2023,,ND,ND,ND,2023,Groundwater,51.0,ND,ND,0.93
SANCTUARY CHURCH II,CARTERET,NC0416518,,,,8/1/2023,,ND,ND,ND,2023,Groundwater,25.0,ND,ND,ND
SANDERSON`S MHP,CRAVEN,NC0425127,,,,11/16/2023,,ND,ND,ND,2023,Groundwater,34.0,ND,ND,ND
SANDY POINT RESORT & CAMPGROUND,CURRITUCK,NC0427101,,,,11/15/2023,,ND,ND,ND,2023,Groundwater,559.0,ND,ND,ND
SANTEETLAH SHORES,GRAHAM,NC0138103,,,,10/4/2023,,ND,ND,ND,2023,Groundwater,58.0,ND,ND,ND
SAPPHIRE LAKES DEVELOPMENT,TRANSYLVANIA,NC0188127,,,,9/28/2023,,ND,ND,ND,2023,Groundwater,724.0,ND,ND,ND
SASSAFRAS GAP EMPLOYEE VILLAGE,MACON,NC0157154,,,,10/18/2023,,ND,1.37,ND,2023,Groundwater,107.0,0.681,ND,2.09
SCENIC OAKS MHP,RANDOLPH,NC0276215,,,,9/19/2023,,ND,7.67,6.33,2023,Groundwater,79.0,5.04,ND,1.53
"SD, SOUTH PARK LLC",CATAWBA,NC0118272,,,,11/13/2023,,ND,1.27,ND,2023,Groundwater,97.0,1.17,ND,1.24
SEA SCAPE,CARTERET,NC0416165,,,,8/1/2023,,ND,ND,ND,2023,Groundwater,60.0,ND,ND,ND
SELLARS MOBILE HOME PARK,ALAMANCE,NC0201203,,,,8/15/2023,,ND,0.904,1.34,2023,Groundwater,48.0,ND,ND,ND
SER J`S COUNTRY LIVING MHP,GRANVILLE,NC0239122,,,,6/12/2023,,ND,ND,ND,2023,Groundwater,65.0,ND,ND,ND
SHADY ACRES MH VILLAGE,WAKE,NC0392188,,,,5/11/2023,,ND,7.83,3.28,2023,Groundwater,115.0,9.96,ND,8.65
SHADY ACRES MHP,ROCKINGHAM,NC0279159,,,,9/21/2023,,ND,4.25,1.13,2023,Groundwater,90.0,1.59,ND,2.53
SHADY GROVE MHP,HARNETT,NC0343104,,,,8/16/2023,,0.198,ND,ND,2023,Groundwater,241.0,ND,ND,ND
SHADY HAVEN MHP,NEW HANOVER,NC0465164,,,,7/31/2023,,ND,ND,ND,2023,Groundwater,46.0,ND,ND,ND
SHADY REST MHP,GASTON,NC0136373,,,,10/24/2023,,ND,ND,ND,2023,Groundwater,69.0,0.905,ND,ND
SHEPHERDS WAY S/D,NASH,NC0464133,,,,5/30/2023,,ND,0.904,ND,2023,Groundwater,115.0,ND,ND,ND
SHERWOOD MHP,ONSLOW,NC0467164,,,,8/7/2023,,ND,ND,ND,2023,Groundwater,470.0,ND,ND,ND
SHILOH SUBDIVISION,GUILFORD,NC3041104,,,,8/28/2023,,ND,ND,ND,2023,Groundwater,102.0,ND,ND,ND
SHILOH UMC DAYCARE,CABARRUS,NC0113449,,,,10/26/2023,,ND,ND,ND,2023,Groundwater,60.0,0.648,ND,0.72
SHINE WATER CORPORATION,GREENE,NC6040000,,,,9/6/2023,,ND,ND,ND,2023,Groundwater,447.0,ND,ND,ND
SILENT SPRINGS PARK,HENDERSON,NC0145135,,,,8/17/2023,,ND,ND,ND,2023,Groundwater,25.0,ND,ND,ND
SILVER BLUFF NURSING HOME,HAYWOOD,NC0144127,,,,7/27/2023,,ND,0.757,ND,2023,Groundwater,300.0,ND,ND,1.09
SILVER SLIP,JACKSON,NC0150168,,,,8/28/2023,,ND,ND,ND,2023,Groundwater,74.0,ND,ND,ND
SIMMONS HEIGHTS APARTMENTS,NEW HANOVER,NC0465217,,,,7/31/2023,,ND,ND,ND,2023,Groundwater,35.0,1.03,ND,ND
"SLEEPY CREEK MHP (WELLS 3,4,5)",FRANKLIN,NC0235137,,,,7/18/2023,,ND,ND,ND,2023,Groundwater,84.0,3.02,ND,ND
SLEEPY HOLLOW ESTATES MHP,ALAMANCE,NC0201160,,,,8/29/2023,,ND,ND,0.723,2023,Groundwater,240.0,0.633,ND,ND
SMOKY MTN COUNTRY CLUB ESTATES,SWAIN,NC0187128,,,,10/4/2023,,ND,ND,ND,2023,Groundwater,302.0,ND,ND,ND
SONYAS KIDZ DEPOT,ALAMANCE,NC0201563,,,,10/31/2023,,ND,1.99,2.17,2023,Groundwater,48.0,3.71,ND,0.976
SOUTH GROVE SUBDIVISION,ORANGE,NC4068021,,,,6/6/2023,,ND,1.41,ND,2023,Groundwater,63.0,1.03,ND,ND
SOUTH MOUNTAIN CHILDRENS HOME,BURKE,NC0112426,,,,10/5/2023,,ND,ND,ND,2023,Groundwater,80.0,ND,ND,ND
SOUTH RIDGE MHP,NEW HANOVER,NC0465206,,,,7/31/2023,,0.215,1.32,ND,2023,Groundwater,115.0,2.51,ND,0.764
SOUTHERN LIVING OF LOUISBURG,FRANKLIN,NC0235118,,,,7/17/2023,,ND,1.59,3,2023,Groundwater,40.0,ND,ND,ND
SOUTHERN TRACE S/D,WAKE,NC4392141,,,,8/22/2023,,ND,4.19,1.92,2023,Groundwater,485.0,6.13,ND,2.29
SOUTHVIEW CHRISTIAN SCHOOL,IREDELL,NC0149484,,,,9/19/2023,,ND,ND,ND,2023,Groundwater,150.0,ND,ND,ND
SPENCER`S GROVE S/D,GUILFORD,NC3041015,,,,8/28/2023,,ND,ND,ND,2023,Groundwater,59.0,ND,ND,ND
SPRING FOREST S/D,JACKSON,NC0150176,,,,8/28/2023,,ND,ND,ND,2023,Groundwater,76.0,ND,ND,ND
SPRING LAKE MH S/D,CATAWBA,NC0118291,,,,11/13/2023,,ND,ND,ND,2023,Groundwater,61.0,ND,ND,ND
SPRINGBROOK MH S/D,CATAWBA,NC0118294,,,,10/9/2023,,ND,0.782,ND,2023,Groundwater,56.0,0.648,ND,ND
"SPRINGDALE PARTNERS, LLC",HAYWOOD,NC0144113,,,,10/3/2023,,ND,ND,ND,2023,Groundwater,328.0,ND,ND,ND
STARVIEW HEIGHTS EXTENSION,BUNCOMBE,NC1011045,,,,8/1/2023,,ND,1.18,ND,2023,Groundwater,94.0,3.02,ND,0.811
"STATESVILLE ESTATES MHC, LLC",IREDELL,NC0149152,,,,9/19/2023,,ND,ND,ND,2023,Groundwater,104.0,1.53,ND,ND
STEP BY STEP CHILD CARE,ALAMANCE,NC0201560,,,,11/2/2023,,ND,ND,ND,2023,Groundwater,60.0,ND,ND,ND
STERLING RIDGE S/D,GUILFORD,NC0241209,,,,10/31/2023,,ND,7.46,6.89,2023,Groundwater,104.0,2.15,ND,2.87
STILLPOINT,JACKSON,NC1050089,,,,8/9/2023,,ND,ND,ND,2023,Groundwater,36.0,ND,ND,ND
STOKES REGIONAL WATER CORP,PITT,NC0474060,,,,11/13/2023,,ND,ND,ND,2023,Surface Water Purchase,3327.0,ND,ND,ND
STONEGATE MHP S/D,ORANGE,NC0368193,,,,5/23/2023,,ND,5.05,9.7,2023,Groundwater,81.0,2.64,ND,3.28
STONES THROW MHP,CABARRUS,NC0113217,,,,10/3/2023,,ND,ND,0.939,2023,Groundwater,180.0,0.92,ND,1.19
STONEWOOD MANOR S/D,WAKE,NC4092178,,,,5/16/2023,,ND,ND,ND,2023,Groundwater,127.0,ND,ND,ND
STRAWBERRY HILL,JACKSON,NC0150131,,,,7/20/2023,,ND,ND,ND,2023,Groundwater,81.0,ND,ND,ND
SUMMIT CHARTER SCHOOL,JACKSON,NC1050063,,,,8/9/2023,,ND,ND,ND,2023,Groundwater,300.0,ND,ND,ND
SUNBOW S/D,SURRY,NC0286153,,,,10/24/2023,,ND,ND,ND,2023,Groundwater,71.0,1.01,ND,ND
SUNNY MEADOWS,ROCKINGHAM,NC0279121,,,,10/26/2023,,ND,0.989,ND,2023,Groundwater,70.0,0.751,ND,ND
SUNSET DRIVE MHP,MOORE,NC0363408,,,,8/16/2023,,ND,3.57,6.61,2023,Groundwater,81.0,4.8,ND,2.97
SUNSET POINT S/D,MCDOWELL,NC1056013,,,,9/26/2023,,ND,ND,ND,2023,Groundwater,31.0,ND,ND,ND
SWEETWATER S/D,WAKE,NC4092166,,,,5/9/2023,,ND,ND,ND,2023,Groundwater,110.0,1.25,ND,ND
SWISS VILLAGE WTR SYSTEM,MCDOWELL,NC0156112,,,,9/26/2023,,ND,ND,ND,2023,Groundwater,64.0,ND,ND,ND
TANGLEWOOD S/D,ROWAN,NC0180147,,,,8/14/2023,,ND,6.72,3.54,2023,Groundwater,231.0,13.1,ND,4.35
THATCHER WOODS,GUILFORD,NC3041113,,,,8/28/2023,,ND,ND,ND,2023,Groundwater,72.0,ND,ND,ND
THE BROW CONDOMINIUMS,POLK,NC0175107,,,,10/11/2023,,ND,ND,ND,2023,Groundwater,96.0,1.52,ND,ND
THE GARDENS AT CAT CREEK,MACON,NC1057008,,,,8/31/2023,,ND,ND,ND,2023,Groundwater,40.0,0.647,ND,ND
THE HAMPSHIRES S/D,IREDELL,NC2049001,,,,7/25/2023,,ND,0.803,ND,2023,Groundwater,561.0,0.8,ND,ND
THE OAKS AT HUNTER HILL,NASH,NC4064027,,,,5/30/2023,,ND,ND,ND,2023,Groundwater,100.0,ND,ND,ND
THE SANCTUARY AT VANCE MTN,CHEROKEE,NC1020006,,,,9/20/2023,,ND,ND,ND,2023,Groundwater,30.0,ND,ND,ND
THE TRAILS S/D,ORANGE,NC0368182,,,,7/11/2023,,ND,ND,0.992,2023,Groundwater,200.0,2.06,ND,ND
THE WILDS CAMP,TRANSYLVANIA,NC0188428,,,,9/26/2023,,ND,ND,ND,2023,Groundwater,450.0,ND,ND,ND
TIMBER RIDGE,JACKSON,NC1050069,,,,8/28/2023,,ND,ND,ND,2023,Groundwater,48.0,ND,ND,ND
TOBACCO BRANCH VILLAGE,GRAHAM,NC0138106,,,,10/24/2023,,ND,ND,ND,2023,Groundwater,152.0,ND,ND,ND
TOPSAIL GREENS S/D,PENDER,NC0471122,,,,8/7/2023,,ND,ND,ND,2023,Groundwater,549.0,ND,ND,ND
TOXAWAY FALLS CONDOS,TRANSYLVANIA,NC0188130,,,,9/28/2023,,ND,ND,ND,2023,Groundwater,74.0,ND,ND,ND
TOXAWAY POINT,TRANSYLVANIA,NC0188119,,,,8/8/2023,,ND,9.71,21,2023,Groundwater,79.0,1.93,0.967,4.93
TOXAWAY SHORES,TRANSYLVANIA,NC0188537,,,,9/28/2023,,ND,0.731,ND,2023,Groundwater,64.0,ND,ND,ND
TOXAWAY VILLAS,TRANSYLVANIA,NC0188131,,,,8/8/2023,,ND,ND,ND,2023,Groundwater,50.0,ND,ND,ND
TRI CITY JUNIOR ACADEMY,GUILFORD,NC0241609,,,,9/5/2023,,ND,3.7,6.12,2023,Groundwater,226.0,1.09,ND,1.52
TRILLIUM LINKS & VILLAGE,JACKSON,NC0150193,,,,10/4/2023,,ND,ND,ND,2023,Groundwater,610.0,ND,ND,ND
TRILLIUM LINKS WEST,JACKSON,NC1050042,,,,10/4/2023,,ND,ND,ND,2023,Groundwater,424.0,ND,ND,ND
TRINITY FARMS S/D,WAKE,NC0392274,,,,8/7/2023,,ND,ND,ND,2023,Groundwater,42.0,0.692,ND,ND
TRIPLETT UMC DAYCARE,IREDELL,NC0149546,,,,9/11/2023,,ND,ND,ND,2023,Groundwater,295.0,ND,ND,ND
TWIN LAKE FARM S/D,WAKE,NC0392395,,,,5/16/2023,,ND,ND,ND,2023,Groundwater,208.0,ND,ND,ND
TWIN OAKS SHORES,WARREN,NC0293104,,,,7/20/2023,,ND,ND,ND,2023,Groundwater,70.0,ND,ND,ND
TWIN OAKS TP,NASH,NC0464128,,,,5/30/2023,,ND,ND,ND,2023,Groundwater,77.0,ND,ND,ND
UNDER THE BLUE RIDGE,BUNCOMBE,NC0111147,,,,8/30/2023,,ND,ND,ND,2023,Groundwater,50.0,ND,ND,ND
VALLEY VIEW S/D,WATAUGA,NC0195162,,,,7/11/2023,,ND,ND,1.51,2023,Groundwater,40.0,8.88,ND,ND
VANDALIA CHRISTIAN SCHOOL,GUILFORD,NC0241413,,,,9/26/2023,,ND,2.64,3.75,2023,Groundwater,350.0,ND,ND,1.01
"VENEER VILLAGE, LLC",CARTERET,NC0416140,,,,8/1/2023,,ND,ND,ND,2023,Groundwater,22.0,ND,ND,ND
VERNON PLACE S/D,WAKE,NC4092162,,,,5/25/2023,,ND,0.877,0.927,2023,Groundwater,64.0,ND,ND,1.17
VICTORY CHRISTIAN SCHOOL,JACKSON,NC0150544,,,,8/1/2023,,ND,ND,ND,2023,Groundwater,120.0,ND,ND,ND
WACCAMAW SIOUAN DAYCARE,BLADEN,NC5009003,,,,8/8/2023,,ND,ND,ND,2023,Groundwater,42.0,ND,ND,ND
WADE HAMPTON CLUB,JACKSON,NC0150171,,,,7/20/2023,,ND,ND,ND,2023,Groundwater,429.0,ND,ND,ND
WARD`S MHP,GUILFORD,NC0241145,,,,9/26/2023,,ND,ND,1.71,2023,Groundwater,41.0,ND,ND,ND
WASHBURN MHP,ROCKINGHAM,NC0279125,,,,9/21/2023,,ND,6.95,3.74,2023,Groundwater,83.0,1.17,ND,1.88
WATAUGA MHP,WATAUGA,NC0195103,,,,10/19/2023,,ND,ND,1.38,2023,Groundwater,45.0,ND,ND,ND
WATERFORD PLACE,TRANSYLVANIA,NC0188126,,,,9/13/2023,,ND,ND,ND,2023,Groundwater,95.0,3.13,ND,ND
WATKIN`S MHP,WAKE,NC0392202,,,,6/1/2023,,ND,7.22,15.9,2023,Groundwater,74.0,3.73,ND,2.13
WAXHAW PRESBYTERIAN CH/DAYCARE,UNION,NC2090007,,,,9/18/2023,,ND,ND,ND,2023,Groundwater,55.0,ND,ND,ND
WEATHERSTONE @ OLDE FOREST S/D,GUILFORD,NC3041022,,,,8/28/2023,,ND,ND,ND,2023,Groundwater,170.0,0.819,ND,ND
WEST 49 MHP,RANDOLPH,NC0276143,,,,9/19/2023,,ND,10.8,8.25,2023,Groundwater,93.0,1.55,ND,4.43
WEST CARTERET WATER CORP,CARTERET,NC0416040,,,,8/2/2023,,ND,ND,ND,2023,Groundwater,19512.0,ND,ND,ND
WEST YANCEYVILLE WATER ASSOCIATION,CASWELL,NC0217020,,,,8/29/2023,,ND,5.26,12.9,2023,Groundwater,180.0,4.29,ND,3.54
WHISPERING PINES MHP,DURHAM,NC0332106,,,,8/30/2023,,ND,2.92,8.73,2023,Groundwater,305.0,4.54,ND,2.69
WHISPERING PINES MHP,WAKE,NC0392207,,,,7/18/2023,,ND,ND,0.828,2023,Groundwater,40.0,ND,ND,ND
WHISPERING PINES MHP #1,MARTIN,NC6059012,,,,11/20/2023,,ND,ND,ND,2023,Groundwater,89.0,ND,ND,ND
WHITE FLAG AT DEERCHASE S/D,WAKE,NC4092014,,,,5/9/2023,,ND,3.23,3.4,2023,Groundwater,25.0,2.52,ND,3.57
WHITE PINES MHP,MCDOWELL,NC0156122,,,,10/5/2023,,ND,0.847,ND,2023,Groundwater,50.0,ND,ND,0.642
WHITE RABBIT CHILD CARE & PS,GRANVILLE,NC0239495,,,,10/19/2023,,ND,ND,ND,2023,Groundwater,96.0,ND,ND,ND
WILDCAT CLIFFS COUNTRY CLUB,MACON,NC0157118,,,,8/3/2023,,ND,2.51,1.55,2023,Groundwater,445.0,2.35,ND,1.15
WILDWOOD MOUNTAIN S/D,MACON,NC0157135,,,,8/3/2023,,ND,1.23,1.22,2023,Groundwater,81.0,1.66,ND,ND
WILLOW HILLS S/D,WAKE,NC4392186,,,,8/16/2023,,ND,ND,ND,2023,Groundwater,102.0,6.14,ND,ND
